id,Predicted
48139,461658.00459359365
101908,346396.71782725747
134084,416054.246452922
17216,280851.5120234033
185201,627090.197445392
185016,637251.8134432982
25318,367808.2542527944
65253,323124.530196814
57696,245469.6101888935
30939,318432.0532877705
128338,368909.7169896334
104156,416260.7296451711
41455,364617.6097875758
126390,352317.64498688246
165803,476071.9597766053
108253,370533.30483320553
15221,191950.61459453078
129322,370867.99285780324
86142,630659.7865901582
150957,472100.6961216668
97028,397269.40081146103
3219,374613.0149043689
172533,483427.48284205445
147313,454697.9785229778
168865,432006.485754254
138278,474618.52040710254
82280,281724.8857410479
4380,320530.43344042636
4327,599043.4578433948
109861,404359.8682522175
45273,506394.43800631206
102888,789904.895947055
77664,441939.20487381425
58355,316659.5902556343
91308,287628.5293755011
169692,481625.80685076077
154931,551569.2983316833
123897,449994.59939753584
43550,453689.8598503112
94084,389581.4870100495
63629,369469.1247654781
163153,465672.5702833061
165076,696399.4347200743
55701,328780.13298472983
19310,380990.10584898543
18205,375480.22235531366
59608,477143.1611208203
60785,519863.72189265693
51513,320643.1145711683
145397,411452.5913563158
101693,428016.526565863
164688,474717.6183757525
82863,324684.83194806054
1754,279630.2575162959
5376,409382.82577610464
130074,480463.9114335407
102843,741697.3819757656
29760,352394.6478659191
130642,382579.45113523124
31347,456751.1318992134
24205,302483.6252820719
165100,422183.7920192844
81514,467440.1871687764
116369,585444.6156051579
84639,330970.89280507807
97982,472098.1212686878
91083,743808.715099938
149132,594886.9833487221
41826,420833.21494163474
52033,239988.14609897177
21665,293455.4801133028
62257,247519.96401176282
10102,384710.83748952375
23904,309938.4423722603
179693,843080.8809096033
144227,782511.1344145002
120211,358391.4350726332
173440,441596.5768636598
46749,404140.3834547121
96942,531160.1395235566
183177,493131.645779465
35398,328261.5444523912
30263,313035.2990096098
48194,368549.06137408625
129424,486372.49633983686
110123,408105.50463956443
60370,539429.881489927
33837,433576.1367634395
108049,504389.53587260353
78656,466135.7023086647
7172,283187.25530588167
66304,401340.46857550053
78058,385020.25989383715
176324,682373.0456260169
165880,514570.2166779107
93902,327631.3484885994
116039,342038.15363892936
151166,475967.2725176527
40210,283770.5658209309
98367,352473.9831180542
160925,509938.13900271093
104371,531147.668034559
78415,676345.7213665514
83660,528338.4385442201
121434,554218.5769156555
78336,603221.5436292237
52510,431504.7232170623
64261,381652.8583647822
97749,445952.7358068805
172084,487226.5593742373
52569,282484.7069652141
57400,439800.5386532146
169875,565027.0757359541
58398,419598.2000684509
183622,667644.3459678162
48753,509915.0359262737
130190,586165.8626891293
108466,364960.549876589
157786,552846.7492771313
95190,359360.8396883981
87452,477327.53044346167
142203,482467.1966813779
130773,616445.1428109477
168853,429674.14231817937
64684,393383.09294076735
57446,325401.40610222565
153747,379245.32793870487
159666,439577.7907875225
71555,402598.76184680243
134319,750676.3407386909
93943,415573.52634876344
109872,534705.489828415
177223,674070.2640380634
93784,575968.7415460454
6380,315783.2416401135
132297,379803.4783954212
125110,492585.06898424245
36843,363821.73655493016
121955,365539.769984148
82973,521017.10347884725
103986,360304.38031905796
97824,389575.26614120515
64151,413363.56526879675
165946,431914.2140870452
159307,456280.2617747466
131434,366302.06951713626
8556,533445.1019155747
37868,390301.7139874946
14032,287524.05691210704
21341,402613.10617674305
135288,530792.5325897601
50116,259918.40928309126
97940,448179.57406496326
162134,470672.449538826
166998,485768.0536785457
137392,504146.8867113526
1460,346402.5693457532
171905,788455.1675957218
175067,583030.0353019572
172514,566754.3114457031
17738,281802.13900669944
67047,378335.34328002506
124014,532749.7960550819
185762,716232.7578949924
1311,292439.11883011134
119140,597546.023706237
142546,503983.6456461867
114400,341667.3148129493
22406,485766.9527309492
92766,558583.7160143137
60485,445589.0496368864
91648,461078.7902182325
132526,770525.7225850351
25180,393456.9446240084
48904,252673.2856126069
146550,431686.771135985
19407,581451.472802861
47699,297946.3237910662
2620,314753.0970243679
174106,555956.4901252987
112846,487828.8795064684
83926,451288.05631118425
64285,424515.31269029767
5733,335677.6720865354
87638,560133.5345527364
53604,317257.14420503186
53244,447124.3425771055
82872,337881.8694156614
66096,581506.3312453037
173642,390652.0491766245
145405,447815.9095624945
90156,543685.742430281
180075,633781.6067841806
5153,288927.4832675874
134959,509252.4757733016
64342,394486.621280863
51154,414238.25931851874
40845,291079.57382445724
170881,744160.9966226184
106257,716631.993531931
114464,236136.20566851326
97370,436932.2162010473
172227,496005.3660672298
151941,478036.6036362574
107035,435887.74929826264
135274,430156.4831925417
169795,543520.1175800245
83718,406827.8950413529
42632,193321.8431805903
68198,408473.6751732593
112707,433854.271145573
36740,369430.4109020834
42954,317753.89928216534
5921,300786.2792412279
40850,264360.69639988284
44668,315045.4776034236
21263,328835.31311880675
162241,557768.4397100095
81902,452960.6219513195
169151,564232.5543484573
154334,456992.09666472994
59218,371187.9378824511
37714,348577.085859861
106222,480610.7834832381
139069,491262.412955085
4425,427155.3417442003
140007,430587.1122409426
90024,378545.5294048221
153101,425897.56774077367
37538,279387.9223446006
32399,346689.8347054063
38946,321215.5716090234
151272,460478.7303785638
95430,528260.595911482
101750,628775.2408784648
16356,293685.8640869347
131496,446655.6276794793
167864,476642.4917995162
17832,325752.30828475405
106738,380693.88557518926
33431,295019.01798367343
164505,532590.8107137682
47565,440286.74588820233
99660,585181.6712856523
20200,339620.43580613984
28507,472379.34040633834
43495,432503.79408758297
23794,380927.6313231963
40297,344453.47254478117
53944,547120.1405194433
11040,708545.0713236326
106585,460148.0798176139
70050,692388.6936796248
75026,486948.85272711935
142562,533255.2120278747
113332,446072.2649395307
104548,663484.6562203858
159065,515459.7204966864
157589,538435.0432173345
26850,308056.4435220795
83917,381278.3027530358
124331,421289.0490836592
58018,224909.73376000015
163913,582265.1652581787
109105,477911.2826556738
97862,447188.31960076024
16478,308185.1661241229
35187,306736.9252828044
25446,411016.10390684445
47828,438319.5601427212
123220,449080.13976784755
16366,317747.5955860619
144449,414844.1765765575
39920,276739.1260172139
160888,423665.49596217566
47978,289404.43465712585
14331,317593.1572303679
60334,308341.0717496691
49737,237916.33280190045
98533,327341.81918187207
38375,288013.8570196107
176978,736155.1319135602
60474,499026.80448603525
163806,522441.2884590558
4654,355639.2041020184
130912,417136.91202861525
115098,450185.19919083104
56214,273088.40609918063
63720,293679.8077232228
143496,616643.5033264874
33941,385870.84028319316
66720,294562.24663739465
29518,190778.5126081594
68026,579677.3320407934
161546,551872.5660257307
118804,349853.27369275264
126852,429342.33522143273
102392,391718.9424031355
49738,213126.34501801996
49424,398980.2141936129
18184,337683.6123372994
5408,420930.42016262654
157571,505223.05424451554
111705,672310.9874482607
179891,686758.4199249152
76587,272324.2293761314
2629,342515.1487811539
119008,425643.71821041196
128414,333470.28501032566
162481,401649.18778748484
39075,411938.5079416843
113444,548408.5041117951
58984,524204.225608655
134087,418868.85140209843
27723,264928.52509242797
61426,899544.7764348903
26496,287939.33881865337
8183,386887.18690268754
96508,407294.0517094957
56072,387211.35182698496
77192,394638.7899933037
84054,511394.97443677066
55624,338555.974183312
163711,407678.2802439261
29219,473576.3373035461
81813,450671.11553499405
181000,736342.3560358641
143894,454181.8330925549
141800,524339.1980087666
30009,304857.2140600269
45917,257889.54854686838
14425,350827.1357916658
23268,300370.4696577331
1284,194205.4445828104
69986,753702.0924647164
134779,441664.22168134124
78114,421822.56522313005
128833,421336.6524826204
129335,449771.2111914803
56632,376113.78330566187
46967,285082.4339289236
146611,331336.2473320232
37748,295907.17006895476
156600,423013.1610270144
105167,341522.38810228836
35572,246629.0621542466
154900,537162.4113108469
68778,433209.1599890438
40761,612562.8625806771
76922,373344.6245343386
57737,254068.36261160066
63946,443087.15663701907
111235,363840.62908705766
114882,486764.25725707586
12676,217595.3902765428
138376,435168.90220487805
90637,395343.0627162055
184522,643088.1808966317
92974,338320.0708883498
8857,312199.95933090744
27895,293978.8660416679
156181,589651.5644990519
41834,501362.693821212
157391,564676.8095054552
143702,393574.6196847467
185912,941428.4284231152
11229,281004.337014983
41300,318576.3372799397
72247,349244.42940960743
83180,512855.5503547056
148335,464782.43190610124
7890,384143.12466406194
135138,455767.6014235358
27131,329129.4977085365
166558,614279.2862596947
131032,417988.6876656079
74357,439900.83071228967
156049,377968.0000066947
69414,764435.9864493455
97276,363063.6316400956
82842,354621.76811719197
148527,491831.6273647922
144752,515732.30542196427
18175,345330.24762426864
11905,301742.2443436661
171029,484582.0510922756
59320,474072.00489696075
84110,383852.1208579368
78965,817954.587337483
85951,571668.6382615229
163141,466917.71508826915
109999,440478.8100604877
147801,393272.31376893015
139213,436676.75919085613
126460,643391.6039980552
28015,349938.1670707506
181431,674929.649221535
52696,707172.3705057934
50605,328470.6360039667
165242,491879.1424732823
48813,239816.32397593284
110483,582465.4386423065
89306,337271.7978887212
133442,374607.68304781
65829,638797.2648462178
87579,387913.175448984
91465,466823.4870714271
73701,508071.64238761854
15530,377972.7412292118
18230,478621.7689516889
97193,502320.14147647587
166625,578091.7216939512
33195,419890.3040839134
136148,495082.1429142719
165033,657920.956678241
21315,359908.56720130437
91814,290116.38189674343
16891,474638.6927721709
107918,654494.8290064267
79471,442321.23758578044
21862,482621.9434516131
67991,450403.8682119381
165486,504335.108333393
63600,419928.6347344159
110049,335263.9726219491
112307,338215.54566874483
10157,304591.93331198976
74635,462689.5203056049
25784,440518.23947849474
107059,486868.1151822794
30356,427357.40872383554
87516,720086.7690211029
10936,545114.9076613834
88543,591615.399144521
139877,433821.70823714545
42424,487966.17016983614
52670,617128.7370494151
166867,451902.6683726717
101107,470136.56877718697
76199,507592.8284298563
80888,295363.5755865448
9911,329530.3848824842
156640,438212.15830704715
102356,538447.8259226626
48860,369197.5221385178
102849,770748.6028364147
138105,449083.6616113186
117983,427307.0810271495
93922,359034.525257439
46238,407538.443408887
59022,659973.3108946882
106646,453624.8214254721
120040,476458.20777916565
126172,349959.06979263015
168000,622072.7740396068
80749,400643.37124591705
131491,488771.35084123065
112112,582194.1202105529
47501,307959.8148278628
13728,242072.46049789712
101768,352658.190235854
6316,309332.6181707737
126098,797561.7940904968
165,325667.91839989723
19524,470685.40572770906
150677,457643.5726271587
59379,407150.9847787961
74454,334564.16783829976
175450,691147.9875122474
89244,721705.3589696644
116506,426835.7702422951
147339,465525.13034949923
74001,709217.0155870824
90922,392905.976111084
1820,448904.5236424361
110186,247056.1402264372
62682,367678.89855987625
89581,467868.2115496758
137848,408217.34130507545
161798,417059.4215427075
170742,478750.0993930058
82918,451875.4832880387
37679,278011.58395092236
154926,452576.63852456724
149598,297476.38173959835
44725,300632.185638478
90766,554444.6769475162
148899,418808.14145688905
126592,363623.6321637728
157908,387884.0673044248
113713,446589.8263446068
148870,659196.8495733999
165510,467565.6912534864
101470,354790.15165683744
51743,337231.26647986606
27173,158530.84222069778
27812,351447.29035091726
95488,326810.6830930948
173154,664942.342181172
121352,385692.32504024
143803,431957.37279749097
63373,322812.17101589876
1386,317235.84841798927
163514,495583.82019278366
35643,297174.42540492356
120579,540904.0062830352
128369,371384.4315647688
141816,460526.8677524302
161838,519699.27515985986
71069,382770.0831546065
77131,446993.4903877333
17667,348997.2253643593
52148,410193.1014409155
72854,576975.6921601262
102035,481032.2803965609
111359,399593.09566764045
17719,347225.7947473944
123306,323164.9489950546
161864,777104.3692105951
180849,604439.0144493124
160993,489064.8846689782
162321,360758.7715035563
46481,258500.5876444723
79814,418262.86995122023
137789,587231.9419520383
54212,280482.29444504017
33512,328568.92396460345
57246,685004.986907602
183567,639572.6859265165
126709,486953.5927121276
38938,342059.24436359346
31497,407541.23234990373
43094,383143.5919744335
40278,324495.51509869355
174057,648978.9109611558
88538,600226.4531832183
78488,674288.8674501417
170729,631299.5971480007
173992,535841.0995964839
60975,342106.2645487455
54718,265255.7090164101
178130,679566.9097540806
133730,425118.6695013625
70033,724648.2452546295
43395,619070.7295972626
142569,494439.81993601803
25880,284455.06778123474
139537,409647.4794552972
3465,342472.07501366746
40735,532367.914220674
162957,489776.3804716054
83356,523651.9458661965
32897,305730.86235892563
49245,285294.668857474
60337,314216.2764196734
139769,643638.7545551508
52326,358916.2871440076
162813,820864.5206160734
180789,554487.6362586331
49386,415817.64694973326
33541,307212.23101033235
159352,473121.14830027096
42027,402151.7587506466
155370,452650.00617679633
143725,495670.1205295477
131769,442128.4368493694
139885,442914.97165170684
93808,516941.177435804
10639,322346.2192375021
168611,565749.863480643
167653,622930.072052173
123170,332521.05663919926
139150,310593.402147632
62622,478162.1491294526
168689,871330.6118185982
18566,296988.48075435765
67121,243179.21578848182
119193,435016.5187028949
75320,507968.9111788664
185227,791069.1073662702
59316,468196.80022695643
42962,307774.9205591215
51540,241265.31448580493
37927,366515.28638591594
85155,318784.4651474806
148730,420103.5298104054
182768,609380.97471462
21816,331906.11713665014
119821,428920.2009611575
53803,411951.5744722376
75672,534004.2651220794
164062,593392.5338646821
9801,705005.6619627868
90516,525634.4098470468
126543,374064.49393948994
20563,195869.90624671947
173167,440260.68973020103
165546,740323.6323786788
140696,493530.52509975707
60885,492490.18861816794
71010,379409.9872944873
65245,428128.7226340453
7762,259586.8500329735
162332,447042.03980717505
132065,433627.0607158828
163315,569701.756307133
94896,375590.65006465366
13990,440838.0659057757
86695,454987.30032138835
136032,693881.8564547643
181973,560330.2719933497
70720,1089528.4982950944
176320,698473.2237907166
123988,633465.6468528956
75446,486686.1202951056
165520,452597.22316892067
95499,408000.96881390293
73362,428421.00341861986
115013,345397.92480441317
170250,565304.3704518231
117752,544976.707802822
120534,580012.2003752878
43110,368401.5535012173
173316,540486.4856983605
163348,816936.2017500603
167196,538495.5245262969
8539,599460.3960678283
57416,433971.19978723954
147688,397388.58504368534
48843,281503.6694850731
123483,470636.03454784496
91781,331246.7363087681
57502,159634.070127333
41380,482889.2834304818
71368,445950.2729878841
90332,378292.3529383844
56200,455875.4484772994
59273,503218.295466747
59528,778573.0847152567
142978,468062.019608322
62463,425835.23079950304
151089,334009.45734862983
159388,400511.92998492124
15000,343567.3653063816
124030,408260.6253784027
146762,395114.3846686607
32542,259572.60642750812
44504,394944.11134738737
154438,562536.362190953
92711,417607.95661512326
26861,396196.8582873519
154130,518717.3096713876
108177,492125.3952017747
85561,368175.72927147144
29523,254395.3935302539
162190,607115.5405732566
137744,409715.87756127096
141614,421510.24813569494
154095,557753.8440349597
177433,717673.3165799938
16212,300456.0845430783
138324,510606.78698484355
179772,663830.3061259888
80229,521985.64867829025
146601,548391.5921015351
90354,407483.44544774503
16620,316523.10424680926
144520,438836.9986253975
43671,269848.6640832268
151379,421055.58206600015
43516,311761.0727871576
114780,413396.1137894171
48679,463626.0844062873
23310,313228.55917963246
82078,795269.7013598534
161637,460763.27912323823
97266,367169.92033253616
25975,357526.78297160397
183280,769778.148687883
143522,422179.05959708977
82873,381340.6455417664
111022,441887.7874126051
170004,502887.0779810129
149233,399065.7810382954
11335,232291.47850167862
178323,708776.0416205307
117545,441006.3564132134
104197,462448.87001108733
114280,455358.772253026
30527,319858.9782434481
42651,401402.0970866347
123646,417630.64783802093
72689,455813.54529007454
78646,443520.5989371297
50032,433954.53376399237
167436,763508.3130352658
25911,273713.5230736008
140037,411288.6478398008
117935,545478.914693728
122922,386746.6417558872
28738,354319.4902943587
129413,410812.8350584182
65411,551896.4713652733
20519,226633.36247872823
148799,509702.5529268259
96848,376557.1630915911
167854,457570.249661911
90027,408728.46034560516
124583,367673.0021666796
123841,412792.9163851476
143815,558833.8724051723
100928,349143.4320658104
64554,452108.19986881706
27802,268072.5993326369
55996,300185.48673194373
168480,448731.0949161735
18511,323017.6687208577
7174,294937.66464589036
107447,359086.3749042852
109945,363002.6647402197
109304,554249.5023617806
33225,129511.37347958662
31504,278747.58193728304
85162,314680.6910944411
164868,454433.0071652869
102092,407872.5820441214
5618,312568.0076481839
45425,381539.38315191725
127376,450178.71471700043
156938,458397.97843395546
127635,461617.74990524846
111774,661943.5076284976
141311,631137.9978563238
68733,380546.31979660445
171431,792788.6400381713
57288,286842.8955927258
147560,609378.4170157765
83283,505630.6064211192
180470,565112.1290905162
85424,431695.3048653932
30049,316114.6763010678
138841,501752.55239626905
138637,363858.9021130469
178178,748163.19619851
69976,720222.2950616551
139744,558255.3608830088
58256,268673.0723381573
104665,447547.62310756044
169191,528039.3033592175
55984,412251.6336906754
40354,411760.99385728384
59813,209205.97419032885
142178,348562.3940859369
104367,485356.5484723794
135075,372380.0785469512
16278,340760.53948828636
49191,423243.26554019126
95010,374168.8803420089
179668,587710.6356727892
111338,363988.99580267456
76006,430717.34857159544
106534,451018.79903435207
78933,749680.8235163423
76196,557621.3974054578
110996,471457.9453003393
145016,519857.834101399
133526,433613.8589389758
67069,587753.642150905
77499,316003.2058486819
51668,663385.1680204814
64752,475399.6817521069
148430,457725.36394712754
63329,322240.7931692918
173406,440625.99741333205
79182,390247.32210787875
139963,446994.07781888347
119727,312868.53430196666
14184,302431.26675765135
63325,658012.169006626
69906,674910.655823375
150715,361838.3121753518
10423,391280.39939342695
13226,260693.06305162114
166355,525497.1047080773
162216,501727.5905337302
43071,358988.2820177171
103161,468848.78913437686
168506,507824.9795005196
30707,440139.5362558996
54877,432225.8899197987
77637,379505.6516509901
54304,320310.17365944624
71775,666812.3752049333
116543,296871.75187785085
18877,383702.3157583361
98865,419893.7667710144
169535,514476.94897078257
155674,337750.8460004212
46410,428019.9373309734
25354,355863.54859211296
149242,347184.85929756064
156019,545403.8096708392
2372,209044.73368716607
167793,471587.74875808315
13539,386087.7910303128
96889,567585.0806506745
12180,208541.47917899885
30975,462077.88618590427
142091,675636.2139661333
141417,533302.4298876049
88385,597844.22326911
118140,476288.4757667692
130703,412639.01810081594
78738,455277.31559508113
31269,332257.0842207335
109042,462167.49651454814
48367,412238.5633533207
169027,466875.28214770614
94564,342018.7925479928
69161,555866.8353966085
109455,631387.5145514979
102048,479260.84977959597
142061,635154.2729280945
80360,360029.2552223423
108330,440172.75055941404
45894,263822.94605045795
184619,729647.7515048691
44807,321091.2284801599
86934,388687.7733134907
99343,396008.9874423926
168916,516783.96173742064
89276,641903.4094993984
51815,300318.7410702653
125813,426470.20499379
107171,397175.97615407966
154642,394408.1169447249
10072,309742.3544625038
68097,357912.4886636146
160821,538082.2083474163
19655,291284.71405397315
142752,430540.5348336912
36940,308694.5194890079
111126,390934.1595533718
596,276291.63578198187
71019,399367.944740575
4479,395756.682133975
55848,471486.9159326942
85188,500312.61873417516
125357,386672.66876367806
14647,254805.7861741914
162730,510097.84620148083
150653,445007.44797866757
120056,377878.3830601295
169156,575982.963688466
67935,702598.193399726
174388,638120.2915788945
182913,644241.8082650509
54148,279838.0810355167
131866,592005.5940284017
149984,477218.1374888919
159985,505204.3002223952
95496,410175.8532262485
112843,370896.1040855825
49524,371801.9627703998
27369,252395.9475089591
30825,432064.0282249866
169753,711204.857924779
92534,407346.9614587852
129225,421803.1205196544
13062,308520.0851085213
130722,509950.72556208057
134157,470083.2469995642
165859,504591.2379548669
66301,449788.73406312754
83618,472037.731829718
107691,442693.26171611575
105232,414437.2339450581
48298,571120.5100770285
40648,327551.39230117854
71976,501923.15644339187
72896,628444.5601256558
74551,430608.28069576604
44973,329637.4750968707
29347,362389.7121886839
141919,473376.25755098107
106300,361120.8673734127
131980,477335.2778028313
133141,430052.60420366493
3973,307062.43254988093
40519,330507.2719630336
180446,622805.4632272131
175025,549479.5266774186
75064,409320.9532715363
18793,375645.8349237264
149491,440847.6697823245
154754,479524.6926762295
132371,374981.2788856348
134999,455664.29609684646
165322,534146.5753273761
108805,491172.800352095
140691,527492.5318786823
156367,467162.82451287797
85858,616320.814401513
152700,461109.9577409484
185104,603626.5502078888
70218,469127.9169356392
10393,371968.1709783254
165123,529262.3654074206
55106,400923.90123434353
88369,361765.81679110264
41779,558785.3457085526
130816,413518.8712670322
31211,344223.3848820807
166757,702192.8140470341
108437,355254.94487095275
185814,797010.5439554148
73304,401569.935150383
148656,509504.76233440865
84559,341096.29540469835
151222,409698.70190081134
2069,306175.6152726247
182640,706133.7763429484
157520,490389.79189483327
153201,529788.14757734
51319,367236.7513788194
167197,533462.9237346157
56328,767468.4557219811
7586,295174.41906155116
4962,650587.8077420911
17286,252859.76214931684
17996,304165.77395089297
136652,467169.43109499733
107533,354600.6609708073
35676,251348.0190296633
63528,410624.3816621506
88024,444610.03982441436
92245,450545.5133246832
121431,529135.6598466416
117675,394775.3114446935
134315,619090.0152806974
80382,373414.76261248067
5676,346432.69504273654
85834,432037.2246282072
7544,301394.28625539865
76545,478162.22038171266
182269,741691.2905170121
115301,406211.55729082227
184499,770625.9945897261
89274,779265.979625792
96978,464771.8958082093
22476,331720.1723531421
43684,332379.68234693713
103852,499881.93083273113
6660,292322.00881961925
149136,579032.799955674
55623,310951.38145025517
154963,389318.30553727294
118607,385682.34741790127
66046,440140.7008215207
50815,407340.817989024
88378,454794.3197365906
47559,398353.4056074106
96116,418287.5344752427
31651,280152.1160724802
141186,613178.1724933393
142321,788844.0089437508
47123,267865.2045565643
176333,647051.6613751239
3011,295087.0140236673
68006,559492.5784088613
183387,497825.9863964765
36465,325311.3532925489
39670,276469.08894067723
173044,469632.78046045324
7197,329555.4123870662
35841,275195.73451776826
185880,692127.1296817691
64929,715310.7131463736
99553,544220.3174512471
59246,200186.7958646213
122401,365663.2960568812
5750,328975.9473536538
54602,292626.9562945366
57503,176314.7735832584
139988,473916.6698855359
61441,885373.4879108845
3816,379244.30964190315
157223,539233.315972631
45836,367212.78862927767
155755,402214.21456739615
1314,250751.77332097112
172283,609298.9199042331
183939,700636.6558465967
102449,452016.0807910651
130038,404487.41941471444
69337,730333.0914975966
59437,334522.574255201
100231,458440.03389187925
184320,570982.9486557707
121624,437650.1370035475
175778,517476.78907879593
49838,286442.5316100417
112596,408805.8303819129
92825,709601.0701705716
3175,591589.7740935681
20599,250905.57205037097
90059,481559.6478363031
8718,253932.73545462172
56904,674328.8015133674
140415,406479.99292874057
45486,378920.13213274174
72264,397697.8311254468
102129,423240.622730093
5083,428806.06187392096
23403,379534.12975052
57581,661378.0184334842
165475,463872.3828104884
88985,483624.3462834263
30967,445180.52846064453
19270,428684.4875536901
39924,271749.636655692
52520,547991.0382745661
151658,349968.96453562344
145774,571542.3044787226
52004,344653.1377075567
109232,388739.0670271655
32071,229208.78558639192
421,259825.16736967344
150070,468194.3226307572
157555,472628.9721499368
141514,329390.7499292078
137558,566210.8059471293
155571,428664.3656544498
162016,545366.426350945
47743,341786.41712209367
42863,347028.2982178853
60316,376814.18759137264
119376,519982.72557366686
96534,439002.4184955921
97787,489346.5175919459
46854,265513.6970108402
131197,382883.86736316985
45750,352741.75036343886
75580,613915.1984832262
122938,503974.89325460454
24952,271825.0763676003
8713,232203.3473915693
29044,307631.9973104173
33794,398936.7596089168
155354,569235.5100497967
174630,638222.5793502469
357,211315.86114846647
52446,391212.1033185654
173530,492553.8970005076
9167,279696.80748284335
2712,250302.06029641448
34228,391065.14275904914
14795,281494.4915015119
101108,502730.6508717658
182805,638107.1630896959
101314,476449.85957039584
71207,342622.81856014056
24463,327380.5147092415
161441,453407.59969538456
62066,312322.0481346227
140608,464013.02677586477
9901,292832.52873486595
167009,465734.80457961024
70131,330885.22287002485
111696,612171.7408979973
69883,757238.3212437077
68434,408945.31159750215
10786,294323.32876178785
104011,495899.4761638428
108425,351151.17081791325
120804,413450.2362678812
26582,384458.5177253965
20975,399565.6203943129
134633,496172.7112433831
97941,443190.08470344136
107642,382089.9482570777
161902,494561.5832235895
100312,782249.3179428143
95448,387789.0627373101
21815,305108.53626883
149382,674357.2762952049
74108,715713.6568650817
123994,612621.9740983256
146443,503709.3343413522
108700,348772.26685440354
22001,437406.5136370886
74783,397362.6237913601
119865,357322.4437590701
141913,408197.61424695014
74995,456219.3988179317
135235,326460.0715841898
48589,344649.4650419456
914,243782.99351644388
119943,428866.5226418678
99440,330608.41510180256
144341,606015.5099547874
97930,536894.9069544253
90951,388447.0754458081
131041,347673.74397223315
84731,460680.6880451443
135546,751602.3065153754
127448,470183.8536401866
61300,300616.3132485469
63131,391244.1155692921
25238,344779.4305599706
180340,582174.9369175031
99506,356067.31832572434
183854,719076.0653668712
94910,438638.237655059
44500,287485.4596728581
63085,408507.274538541
164640,770787.808539045
16313,342564.22597115417
132985,426522.33542342554
101842,321756.83994350326
5938,496891.9182113336
44937,339896.5497079755
170855,617814.3903852965
